,updated_time,message,story,id,community,group_id,author_name,author_id,message_len,group_name
424,2021-06-22T19:22:52+0000,"Всем привет!💁‍♀️

Вот и наступило настоящее лето 🌞, а вместе с ним пришел и сезон отпусков 🏖✈️🚉🚢. Всем желаю отдохнуть интересно 🌏, с пользой для здоровья 🧘‍♀️, со спокойным сердцем🙂 и быстро влиться в рабочие процессы.

⁉️Что же нужно для того, чтобы хорошо отдохнуть и быстро влиться в работу⁉️?

Вот вам коротенький план 👩‍💼:

1) Выберете безопасное и интересное место отдыха 🌏🪐🌙

2) Изучите, как безопаснее и комфортнее добраться до места отдыха  🚗🚆🚉✈️🚀и забронируйте билеты 📲

3) Выясните, нужны ли какие-то прививки или справки для переезда и заселения и сделайте их 📄

4) Спланируйте маршрут отпуска и места, которые хотели бы посетить🏕🏦🗻🌄

5) Составьте перечень вещей, которые планируете взять с собой 🎒🧳👓👒

6) Продумайте, кто в ваше отсутствие будет следить за вашим домом (поливать цветы, кормить кошку и т.д.)🙋‍♀️🙋‍♂️

7) Передайте незаконченные работы по проектам назначенным сотрудникам 🗓📈📋

8) Приостановите формы СЭДО или назначьте ответственных за сохранение на период отпуска 💻🧾

9) И конечно же не забудьте передать мат.ответственность за закрепленное  за вами имущество ☝️😁

Для  того, чтобы после отпуска вернуться быстро и безболезненно к рабочим процессам, а не судорожно искать, «что где валяется»🤷‍♀️  и потратить много сил и времени, чтобы привести в упорядоченное состояние свои «владения», на время отпуска нужно передать закрепленное за Вами имущество в надежные руки 👌.

А как это сделать – я вам напомню на всякий случай",Ирина Лебедева uploaded a file in the group: Корпоративная культура.,2492972880963900_2996478637279986,0,2492972880963900,Ирина Лебедева,100044199351068,1450,Корпоративная культура
425,2021-05-25T08:19:44+0000,"🧹 Опрятность – часть культуры Компании, основанная на понятии ✨ идеального образа - состояния 🔬материальных, 🗃организационных, 🧠интеллектуальных ресурсов, процессов, людей и социального пространства в соответствии с корпоративной культурой и правилами Компании, обеспечивающее её самосохранение, устойчивость и развитие.

Думаю, всем понятно, что 🔧 восстановление утраченного за продолжительный период времени порядка в Лаборатории является процессом более трудоемким и затратным, нежели ежедневное поддержание его в идеальном состоянии. В первую очередь соблюдение опрятности облегчает жизнь Руководителю структурного подразделения - не нужно беспокоиться о 🥽 безопасности своих сотрудников, так Руководитель будет на все 100% уверен, что в его Лаборатории все стоит в обозначенных местах с соблюдением всех норм охраны труда и техники безопасности.

Ежедневное поддержание опрятности рабочего места должно быть так же естественно для всех сотрудников инновационных лабораторий, как и почистить 🪥 зубы с утра. Вы не задумываетесь, зачем и как вы будете чистить зубы, вы просто делаете это, потому что так когда-то вам сказали родители или стоматологи, к тому же, ходить с нечищеными зубами просто неприятно и не гигиенично 🦠. Точно так же и ежедневная поддержка опрятности и постоянное совершенствования внешнего вида структурного подразделения - это не какой-то ""подвиг"" по отношению к социальному пространству, а просто-напросто поддержание его здоровья 🩺.",,2492972880963900_2973083292952854,0,2492972880963900,Ольга Молодид,100049941812018,1459,Корпоративная культура
426,2021-05-25T07:21:35+0000,"# Добрый день.

Начинаем знакомиться новым (на самом деле давно позабытым старым) способом с Корпоративными нормами Компании.

Я буду опубликовывать раз в неделю по одной картинке, описывающей обычную ситуацию из жизни. Начнем же!

На данной картинке мы видим ситуацию, когда водитель машины облил прохожего грязью, остановился возле него со словами извинений, а в ответ получил ругательства. Предлагается оценить человека, которого облили грязью.",,2492972880963900_2967561323505051,0,2492972880963900,Ляшенко Денис,100053569764332,447,Корпоративная культура
427,2021-04-28T05:39:21+0000,"Всем привет🙌

Сегодня хотела бы рассказать вам о программе обучения, которая появилась у нас не так давно, но уже показывает свою эффективность❗️

Ни для кого не секрет, что в Инновационный центр очень часто трудоустраиваются вчерашние, а порой даже сегодняшние студенты👩‍🎓. Их обучение в университете, в большей степени узконаправленно, и редко можно встретить химика, который знает хоть какие-то основы механики, электродинамики и т.д, да даже русского языка.  «Я химик, зачем мне ваша биология и тем более русский язык» - говорила я, обучаясь в университете🤷‍♀️. Но, наверное, все уже успели убедиться, что, когда мы устраиваемся на работу, все оборачивается иначе🤦‍♀️.

Так, например инженер-технолог, выполняя свои должностные обязанности, после разработки технологии «в пробирке» должен выдавать задание по ведению технологического процесса операторам пилотной линии. И, по сути, задача технолога заключается в разработке технологии, но по факту если инженер-технолог не знает принципов работы контрольно-измерительных приборов, он не сможет понять правильно ли оператор выполнил переданный технологический процесс.

Получается, что **не обладая полнотой знаний, технолог не может выполнять свои должностные обязанности**, а значит и назвать такого сотрудник технологом неправильно

Так вот, разработанная программа обучения – это попытка прочитать новым сотрудникам именно те общие и универсальные дисциплины, которые могут понадобиться им в работе.

Поэтому хочется предупредить руководителей – по мере возможности, все новые сотрудники при трудоустройстве будут направляться на «курс молодого бойца»💪 в виде программы обучения и возвращаться в ваши лаборатории во всеоружии – подготовленные к любым вопросам и задачкам🦸‍♂️. И да, если вы хотите записать на программу кого-то из ваших уже работающих сотрудников, пишите мне на почту или в скайп🙋‍♀️📬.

Ну а пока мы обкатываем программу на первых группах, и хотелось бы попросить первопроходцев быть более активными в комментариях и пожеланиях, так как только вместе мы сможем сделать программу еще более интересной и эффективной🙏🙂",Анастасия Демьянова uploaded a file in the group: Корпоративная культура.,2492972880963900_2951954748399042,0,2492972880963900,Анастасия Демьянова,100044432799390,2088,Корпоративная культура
428,2021-05-07T08:54:21+0000,"Добрый день, коллеги! 

Каждый месяц Служба контроля общекорпоративных норм неизбежно  сталкивается с расчетом ограничения премирования по СЭДО 🧮. Не стоит  забывать, что в случае, если вы не предоставляете ваш документ  (форму СЭДО) вовремя, тем самым вы не только немножко усложняете себе  жизнь, но и  совсем не помогаете вашим коллегам, которым могла бы быть полезна  информация, содержащаяся в вашем документе.  Давайте же разберемся, что  нужно сделать, если вы не вовремя загрузили документ, чтобы в следующем  месяце список ""нарушителей"" значительно сократился.😉 
 
Во-первых, стоит понять была ли просрочка выгрузки формы **по объективной  причине**. Забегая вперёд, скажу, что «я совсем забыл, замотался»🤷‍♂️, «мне не  пришло уведомление на почту» - к ним не относятся. СЭДО - это в первую  очередь циклическая деятельность.
 
Во-вторых, как только вы загрузили форму в систему (раньше или позже  положенного срока), **программа предлагает вам СРАЗУ заполнить объяснительную с обоснованием причины нарушения **💻. Можете не ждать конца  месяца и сразу вложить записку - Администратор системы ее увидит и не  будет фиксировать нарушение (конечно, если для нарушения была  объективная причина) 
 
В-третьих, по классике – в конце месяца Администратор системы  предоставляет **Итоговый отчёт** о нарушениях вместе с шаблоном СЗ о не  начислении «штрафа») 
 
Если вы уверены, что в какой-то период времени не сможете загружать  формы СЭДО по объективным причинам, системой предусмотрена «заморозка» ⛄️ вашей формы. Как только ваша форма «разморозится» (рабочий день, следующий  за последним днём приостановления формы) вам придёт уведомление на  почту и ваше СЭДО вновь «оживет». 
 
Если у вас есть какие-то вопросы, пожалуйста, задавайте их в комментариях или приходите ко мне или Карине Сподиной.",,2492972880963900_2937875426473641,0,2492972880963900,Ольга Молодид,100049941812018,1803,Корпоративная культура
429,2021-02-21T06:50:20+0000,"Всем привет👋

Изо дня в день проекты Инновационного центра «набирают» обороты, наши сотрудники все больше погружаются в них, приобретают новые знания. Но как известно, чем больше мы знаем, тем больше понимаем, что ничего не знаем🤷‍♀️. Поэтому все чаще в лабораториях стала появляться потребность повышения уровня компетенций сотрудников за счет организации внешний курсов обучения и приглашения сторонних экспертов👩‍💼👨‍🏫.

Вынуждены признать, что пока данная процедура, не выстроена в Инновационном центре. Но мы над этим работаем, поэтому в ближайшее время данное несовершенство будет устранено. Пока же предлагаю ознакомится с краткими концептами будущей процедуры, они описывают наши права и обязанности по отношении друг к другу⚖️. Что бы уже сейчас каждый понимали к кому и по какому вопросы можно обратиться💭📢",Анастасия Демьянова uploaded a file in the group: Корпоративная культура.,2492972880963900_2898358017092049,0,2492972880963900,Анастасия Демьянова,100044432799390,815,Корпоративная культура
430,2021-02-05T05:42:11+0000,"Доброе утро, друзья! ☀
Из лекции о Корпоративных нормах Компании ЭФКО мы помним один из ключевых принципов – принцип соборности и поддержания разумного уровня конфликтности 💭. Для того, чтобы минимизировать риски субъективности руководителей Компании в момент принятия ими управленческих решений, в культуру отношений компании ЭФКО был заложен принцип соборности 🤝🏻. Суть этого принципа в том, что любое решение должно приниматься через сопоставление точек зрения с равными себе, что снижает риски субъективности.
Принцип соборности на системном уровне реализован внутри Компании в виде системы комитетов, которая обеспечивает возможность сопоставления точек зрения руководителей и принятия ими решений по ключевым вопросам, касающимся деятельности Компании. Так же одновременно данная система комитетов является механизмом делегирования полномочий и механизмом подготовки высших менеджеров (так как менеджер, которому делегировано принятие решений, чувствует свою личную ответственность за результат, а, значит развивается в качестве руководителя – в соответствии с принципом: «Человека делает взрослым большая ответственность за большие дела»). (см. лекцию «Система управления Компании ЭФКО»). На уровне корпоративных норм Компании принято, что все значимые решения, касающиеся ключевых элементов деятельности Компании, должны приниматься на комитетах.
При этом, чтобы функционирование системы комитетов позволяло достигать вышеописанных целей, крайне важно, чтобы все участники комитетов соблюдали определенные правила, описывающие как алгоритмы подготовки к заседанию комитета, так и алгоритмы его проведения, в том числе культуру коммуникаций его участников между собой, требования к их компетенциям и т.д. За нарушение данных правил к участникам системы комитетов применяются санкции.",Ольга Молодид uploaded 2 files in the group: Корпоративная культура.,2492972880963900_2884948528432998,0,2492972880963900,Ольга Молодид,100049941812018,1790,Корпоративная культура
431,2021-02-05T06:02:41+0000,"Добрый день, уважаемые коллеги. В сегодняшнем посте хотел бы коснуться проблемы поддержания опрятности. 

Остался позади визит наших высокопоставленных гостей, а с ним и упорная подготовка к нему. В ходе подготовки было выявлено много замечаний к состоянию материальных активов. Некоторые из них удалось устранить в ходе подготовки, другие потребовали более капитального подхода и планирования их устранения в среднесрочной перспективе. 

Но, считаю, что в итоге основным моментом этой подготовки явились не замечания (это можно сказать индикатор), а само отношение сотрудников ИЦ к вверенным материальным активам, замечаниям к их состоянию и, наконец, к процессу приведения материальных активов к опрятному состоянию. Кто-то из сотрудников с воодушевлением, задором и спортивным азартом включился в процесс. Наверное, можно сказать, что для таких людей понятия «Порядок», «Чистота», «Опрятность» не являются пустым звуком, а замечания, сделанные по этим вопросам, пробуждают в них, в первую очередь, претензии и требовательность к самим себе. Кто-то из сотрудников принимал участие, но без особого энтузиазма – скорее для галочки, а кто-то и вовсе расценил замечания как придирки, решил, что в общем-то и так всё чисто и опрятно, и вообще – кто вдруг и с чего взял, что это его задача? И вот, глядя на эту разницу отношений ко вполне житейскому вопросу (наведение порядка), становится понятно – кому можно доверять материальные активы и не опасаться безразличного отношения к ним, а кому в итоге доверить помыть посуду – довольно сомнительная перспектива. 

Ведь, что есть опрятность? В первую очередь это не технологические карты, не положения и не регламенты и, наконец, не бремя одной из строк раздела «Обязанности» в должностной инструкции. Это, в первую очередь, внутренняя потребность в том, чтобы всё было на своих местах, чисто и убрано. Если эта потребность в человеке присутствует, то ему не нужны требования нормативных регуляторов, эти требования будут для него внутренне естественны, они будут коррелировать с его внутренними потребностями и он их будет транслировать в качестве своих личных требований и к самому себе и к окружающим. Если же для человека это неестественно, то даже под принуждением всегда будет оставаться риск того, что где-то пыль не до вытерта, где-то бумажка валяется, где-то документы лежат беспорядочно, где-то в шкафу бардак, а где-то вообще колба стоит неподписанная с неопознанным раствором. Существенность или критичность указанных несоответствий довольно разная, но ведь природа-то возникновения одна и та же – отсутствие внутренней потребности в соблюдении порядка.

Среди сотрудников было много негодований по поводу замечаний к соблюдению порядка на их рабочих местах, но ведь как гласит народная мудрость (правда уже довольно современная) – Порядок в голове – порядок на столе или порядок в портфеле или порядок на работе или порядок в жизни и т.д., вариаций на эту тему много, а суть одна. Поэтому, возвращаясь к микропризнакам, и возникает насущный вопрос – Если на полу валяется бумажка или рабочее место не в порядке, то чего ждать дальше – халатного отношения к оборудованию и химическим реактивам, нарушений требований охраны труда или пожарной безопасности? 

Ну и, соответственно, на основании всего сказанного, можно сделать вывод – кому можно доверять и «идти с ним в разведку», а с кем нам не по пути. Поэтому, коллеги, предлагаю всем задуматься и сделать выводы – к чему приводит с первого взгляда безобидная, неубранная бумажка или «лёгкий» беспорядок на рабочем столе, а тем более безразличное отношение к этим несоответствиям.",,2492972880963900_2884927558435095,0,2492972880963900,Комарицкий Александр,100050873682957,3588,Корпоративная культура
432,2021-01-29T15:50:55+0000,"Добрый вечер!👋
Как и обещала, выкладываю расписание проведения обучающих лекций по нормативным документам Инновационного центра на следующую неделю. 📄📈
Надеюсь наши старания не прошли даром, и мы смогли Вам немного помочь. 👊 А для того, чтобы наши встречи были более продуктивными, прошу ознакомиться с материалом заранее и в назначенное время обсудим все возникшие вопросы. 😉
Всем, хорошего вечера!👌
 
 P.S. Желающие могут присоединиться, если чувствуют пробелы в знании указанных НР.",Анна Козаренко uploaded 4 files in the group: Корпоративная культура.,2492972880963900_2880015898926261,0,2492972880963900,Анна Козаренко,100044290666180,485,Корпоративная культура
433,2021-01-28T13:57:54+0000,"Добрый день, уважаемые коллеги! Хочу вкратце рассказать вам о Службе технического директора и её деятельности. Основной задачей данного структурного подразделения является обеспечение работоспособности оборудования Инновационного центра. Для того, чтобы оборудование поддерживать в исправном состоянии необходимо окружить его заботой и вниманием, т.е. постоянно следить за его здоровьем (техническим состоянием) и проводить профилактические мероприятия – периодические обслуживание и ремонт или, так называемый, планово-предупредительный ремонт. Для того, чтобы система планово-предупредительного ремонта была эффективной, необходимо, чтобы была выработана чёткая технология проведения работ, т.е. определено такое содержание работ и порядок их проведения, которые могут позволить своевременно выявлять узлы оборудования, которые уже почти, ну прям вот-вот, могут выйти из строя, и обеспечить их своевременную замену или ремонт. Но для возможности своевременной замены узлов оборудования необходимо иметь их запас, который позволит не ждать появления необходимой запасной части, идущей, например,…….ну скажем из Германии или более того из США (да-да, оборудование у нас в основном заморского происхождения), а выбрать наиболее короткий и быстрый путь и сходить за ней к Ирине Дацюк в кладовую на цокольном этаже. Таким образом, указанный запас узлов и комплектующих необходимо постоянно поддерживать в полном состоянии, а это немного ни мало около 300 позиций, требующих к себе постоянного пристального внимания, т.к. очень любят заканчиваться ну в самый неподходящий момент. Стоит отметить, что при увеличении опыта обслуживания любого механизма, увеличивается и объём работ, который возможно на нём провести, соответственно увеличивается и количество узлов, которые можно в нём заменить или отремонтировать (и так до тех пор, пока не достигнешь скилла 100 уровня и сам производитель не признает тебя всесильным Гуру, способным отремонтировать его замысловатое оборудование закрытыми глазами – но об этом пока рано). При этом, проведение обслуживания и ремонта оборудования не является самоцелью, всё таки оборудование должно работать и приносить социальную пользу вместе с сотрудником, который на нём работает. Поэтому периодичность проведения работ по планово-предупредительному ремонту необходимо подбирать и планировать таким образом, чтобы обеспечивался баланс между временем, в течение которого оборудованию можно позволить расслабиться и побыть в неработоспособном состоянии, и временем, которое должно оправдать смысл его существования, т.е. временем его полезной работы.

Это лишь небольшая часть того, что должна выполнять Служба технического директора. Помимо описанной функции есть ещё немало других не менее интересных обязанностей. Но даже указанная функция для обеспечения залога успеха в её выполнении требует от сотрудников Службы не только высоких профессиональных компетенций, но и желания постоянного их развития (всё таки прогресс не стоит на месте), повышения квалификации, дисциплинированности, внимательности, ответственности, пытливости ума, упорства (в хорошем смысле этого слова) и других замечательных личностных качеств. Поэтому давайте пожелаем успеха нашим бравым сотрудникам, которые стоят на страже технического здоровья нашего во всех отношениях дорого оборудования, в их нелёгком, но очень интересном деле.",,2492972880963900_2879111442350040,0,2492972880963900,Комарицкий Александр,100050873682957,3342,Корпоративная культура
434,2021-01-31T17:43:30+0000,"Всем привет🙋‍♀️

Ни для кого не секрет, что каждый сотрудник, приходя работать к нам в Компанию начинает свой путь именно с программы **ассимиляции**🤝, которая длится от 2 до 3 месяцев. Именно в первые недели работы, человеку как никогда нужна помощь и забота, ведь он словно маленький птенец🐣, который только начал свой путь в новую жизнь. Именно для того, чтобы сформировать у сотрудника основные навыки🧪🔬 и знания🎓, необходимые для самостоятельного и качественного выполнения возложенных на него функциональных обязанностей в соответствии с занимаемой СРП, а также познакомить его с основными правилами и нормами, принятыми в Компании было принято решение о построении **Контура ассимиляции **в Инновационном центре🧬.

Но прежде, чем приступать к изучению норм и правил Компании, необходимо сформировать вокруг человека правильную среду.🙌 Согласно закону кумулятивно-факторных причин именно **контекст **(т.е. совокупность внешних факторов) определяет 70% итогового результата, тогда как от **основных**, казалось бы, факторов зависит всего лишь **30%**. По этой причине для формирования правильного контекста необходимо не только обеспечить сотрудника всем необходимым для работы📚🧪 и быта🏡, но и поддерживать дружественную👋 обстановку в коллективе. В таком случае, **ответственность**⚠️** **за проведение процесса ассимиляции (в том числе, обучение и обеспечение всем необходимым для работы и быта) лежит уже **не только на сотрудниках, ответственных за Контур ассимиляции, но и на Руководителе структурного подразделения**, в которое принимается сотрудник. Так как именно он, в первую очередь, заинтересован в правильном встраивании и эффективной деятельности персонала👩‍🔬👨‍🔬 своей лаборатории или проекта👩‍💻. Однако стоит принимать во внимание и уровень загруженности Руководителей проектов. С целью избежать ситуации, когда, стажер, приходя в структурное подразделение, остается предоставлен сам себе, или, в лучшем случае, в окружении других сотрудников, занятых своими собственными делами и заботами, к каждому стажеру в обязательном порядке должен быть приставлен **Наставник**👨‍🏫** **из числа опытных сотрудников подразделения. Роль наставника заключается в сопровождении нового работника в рамках обучения должностным обязанностям и корпоративным нормам, а также оказании психологической и моральной поддержки вновь принятому сотруднику.

Помимо опытного Наставника и Руководителя для реализации программы ассимиляции каждому человеку необходим **индивидуальный подход**🧏‍♂️: составление** индивидуального плана ассимиляции,** учитывающего как характерные черты той или иной категории персонала, так и, в некоторых случаях, личностные особенности конкретного сотрудника. Только в случае подбора максимально подходящей программы, ассимиляция сможет пройти эффективно, а главное без создания дополнительного эмоционального напряжения, и не только повысить эффективность📈, но принести положительные эмоции😉.

Всем хорошего и продуктивного дня👋🍀",,2492972880963900_2877065262554658,0,2492972880963900,Екатерина Диденко,100049888697434,2953,Корпоративная культура
435,2021-01-26T07:59:21+0000,"Всем привет👋

Каждый день в лабораториях нас окружает большое количество опасных реактивов, оборудования. Задумываемся ли мы об этом⁉️🤔

Наверное, многие знают, что я очень долго решалась на получение прав, поэтому сейчас решила привести именно такой пример🤓.

Мне кажется любому человеку, впервые севшему за руль, страшно - дрожат коленки, по телу проходит дрожь😳😱. Но мы быстро учимся - километр за километром страх рассеивается, и вождение начинает доставлять удовольствие. А через месяц это и вовсе становится рутиной👌🚗. Мы садимся за руль без страха и избыточной осторожности. Но даже чувствуя себя уверенно на дороге, мы понимаем, что человек без навыка вождения представляет огромную опасность, и нам очень хотелось бы, чтобы он находился на дороге только под присмотром опытного наставника🤞👨‍🏫👮‍♂️.

И если автомобиль - это средство повышенной опасности, то **наши лаборатории - это место повышенной опасности**☝️. Изо дня в день сотрудники наших лабораторий используют опасные химические реактивы, проводят работы на сложнейшем и опаснейшем оборудовании🧪🌡⚙️🔬😱 - каждый из вас привыкает, со временем, все это кажется обыденным и не требующим избыточных мер предосторожности. Вот приходит **новый сотрудник**, и на самом деле он, **не имеющий знаний и опыта работы с каким-либо реактивом или единицей оборудования, не менее опасен, чем неопытный водитель на дороге.** Ведь одно его неверное движение представляет угрозу для всей лаборатории (всех, кто находится рядом)🆘. И было бы очень правильно, а главное, безопасно, если бы **до момента пока человек не приобретет знания и навыки, он не мог находится в лаборатории или же работал только вместе с наставником**👩‍🔬🧑‍🔬.

Для того, чтобы это обеспечить и предотвратить самостоятельную работу сотрудников, не имеющих опыта обращения с реактивами и оборудованием наших лабораторий, был разработан и внедрен новый Регламент, он во вложении📄. В ближайшее время все процедуры, описанные в нем будут внедрены в полной мере. Все разработанные вами Карточки безопасности найдут свое применение👏🙃

В завершение хотелось бы добавить, обеспечение безопасности - это ключевая обязанность как Службы охраны труда, так и руководителей структурных подразделений. От качества выполнения этой функции зависит жизнь и здоровье сотрудников. Именно поэтому снижение премирования в случае невыполнения описанных процедур - это вынужденная мера, на которую идет руководство Компании, чтобы обеспечить безопасность своего персонала",Анастасия Демьянова uploaded a file in the group: Корпоративная культура.,2492972880963900_2877022055892312,0,2492972880963900,Анастасия Демьянова,100044432799390,2465,Корпоративная культура
436,2021-01-27T07:13:42+0000,"Всем привет!

Конечно же все сотрудники, работающие в Компании знают, что «люди – это ключевой актив Компании»  👩‍🔬👨‍🔬.И я не стану спорить с этим утверждением: именно люди составляют 80% ресурсов системы управления 🧠: они основа организационного ресурса, ресурса воли, интеллектуального и коммуникационных ресурсов. НО!☝️☝️☝️Немаловажны и оставшиеся 20%💪💪💪 , приходящиеся на материальные ресурсы! Ведь мы с вами знаем, что для того, чтобы любая система управления была эффективной, в ней должны присутствовать все виды ресурсов. И только при соблюдении Баланса ресурсов  можно сохранять целостность системы управления и достигать эффективности в деятельности.

Часто же мы сталкивались с тем, что многие сотрудники достаточно халатно относились к планированию и обеспечению направления своей деятельности материальными активами. И если у них до осознания и доходило, что без оборудования не возможно реализовать определенные работы, то реактивы и прочие оборотные активы для них не являлись важными. Но при выходе из строя оборудования и отсутствия на складе необходимых запчастей все работы прекращались на неопределенный срок 🤯📉😱.

Или, допустим, сотрудник лаборатории заказывал слишком большую партию скоропортящихся реактивов, превышающих во много раз потребность лаборатории в них. При этом он мог забыть, когда именно заказал реактивы и когда именно у них заканчивается срок годности, и видя на складе свои запасы считал, что он обеспечен ими, и новые свежие реактивы заказывать не нужно 🤓. Однако использование просроченных реактивов приводило к тому, что через какое-то время в его подразделении стали получаться несходимые результаты и химические процессы протекали не надлежащим образом 🧪⚗️🦠🧬💩. Ну или вообще упускал из вида, что они заканчиваются и работы приостанавливались.

В головах людей рождаются идеи, способные изменить мир 🌏🌎🌍. Но идея так и останется идеей, если не будет материальных ресурсов для ее реализации 🤫😬. Или же подобную идею реализует тот, кто будет обладать необходимыми материальными ресурсами или тот, кто умеет эффективно ими управлять 😲.

Осознавая все вышесказанное в Инновационном центре был выстроен контур управления материальными активами: оборотными и внеоборотными. Соблюдая правила и выполняя работы по данным контурам мы делаем существенный вклад в эффективность своих направлений работ, развитие себя не просто как узконаправленных специалистов, а как менеджеров, умеющих думать системно, умеющих анализировать, управлять и контролировать направление деятельности. 🧪🧫🦠🧬🔍
А Служба управления материальными активами существует как раз, чтобы напоминать и предупреждать, про важность выполнения работ по контуру.  😉",,2492972880963900_2876756882585496,0,2492972880963900,Ирина Лебедева,100044199351068,2661,Корпоративная культура
